From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
CAB12619.1	O34437	reviewed	YFKH_BACSU	Putative ribonuclease-like protein YfkH	yfkH BSU07900	Bacillus subtilis (strain 168)	275
CAB12620.1	O34929	reviewed	YFKF_BACSU	Uncharacterized MFS-type transporter YfkF	yfkF BSU07910	Bacillus subtilis (strain 168)	391
CAB12621.1	O34840	reviewed	CHAA_BACSU	Ca(2+)/H(+) antiporter ChaA	chaA yfkE BSU07920	Bacillus subtilis (strain 168)	351
CAB12622.1	O34579	reviewed	YFKD_BACSU	Uncharacterized protein YfkD	yfkD BSU07930	Bacillus subtilis (strain 168)	264
CAB12623.1	O35043	reviewed	YFKC_BACSU	Uncharacterized MscS family protein YfkC	yfkC BSU07940	Bacillus subtilis (strain 168)	280
CAB12625.2	O34400	reviewed	YFKA_BACSU	Putative protein YfkA	yfkA ykfB BSU07955 BSU07950 BSU07960	Bacillus subtilis (strain 168)	373
CAB12626.1	O35041	reviewed	YFJT_BACSU	Uncharacterized protein YfjT	yfjT BSU07970	Bacillus subtilis (strain 168)	61
CAB12627.1	O34928	reviewed	PDAA_BACSU	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA (Peptidoglycan MurNAc deacetylase) (EC 3.5.1.-)	pdaA yfjS BSU07980	Bacillus subtilis (strain 168)	263
CAB12628.2	O34969	reviewed	YFJR_BACSU	Uncharacterized oxidoreductase YfjR (EC 1.1.-.-)	yfjR BSU07990	Bacillus subtilis (strain 168)	286
CAB12629.1	O31543	reviewed	YFJQ_BACSU	Putative metal ion transporter YfjQ	yfjQ BSU08000	Bacillus subtilis (strain 168)	319
CAB12630.1	O31544	reviewed	YFJP_BACSU	Putative DNA-3-methyladenine glycosylase YfjP (EC 3.2.2.21)	yfjP BSU08010	Bacillus subtilis (strain 168)	287
CAB12631.1	O31545	reviewed	YFJO_BACSU	Uncharacterized RNA methyltransferase YfjO (EC 2.1.1.-)	yfjO BSU08020	Bacillus subtilis (strain 168)	466
CAX52581.1	C0H3X6	reviewed	YFZA_BACSU	Uncharacterized membrane protein YfzA	yfzA BSU08029	Bacillus subtilis (strain 168)	88
CAB12632.1	O31546	reviewed	DUS2_BACSU	Probable tRNA-dihydrouridine synthase 2 (EC 1.3.1.-)	dus2 yfjN BSU08030	Bacillus subtilis (strain 168)	325
CAB12633.1	O31547	reviewed	YFJM_BACSU	Uncharacterized protein YfjM	yfjM BSU08040	Bacillus subtilis (strain 168)	150
CAB12634.1	P40773	reviewed	YFJL_BACSU	Uncharacterized protein YfjL (PSPB19')	yfjL yztA BSU08050	Bacillus subtilis (strain 168)	229
CAB12635.1	O31404	reviewed	ACOA_BACSU	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha (Acetoin:DCPIP oxidoreductase-alpha) (Ao:DCPIP OR) (EC 1.1.1.-) (TPP-dependent acetoin dehydrogenase E1 subunit alpha)	acoA yfjK BSU08060	Bacillus subtilis (strain 168)	333
CAB12636.1	O34591	reviewed	ACOB_BACSU	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta (Acetoin:DCPIP oxidoreductase-beta) (Ao:DCPIP OR) (EC 1.1.1.-) (TPP-dependent acetoin dehydrogenase E1 subunit beta)	acoB yfjJ BSU08070	Bacillus subtilis (strain 168)	342
CAB12637.1	O31550	reviewed	ACOC_BACSU	Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system (EC 2.3.1.12) (Acetoin dehydrogenase E2 component) (Dihydrolipoamide acetyltransferase component of acetoin cleaving system)	acoC yfjI BSU08080	Bacillus subtilis (strain 168)	398
CAB12638.1	O34324	reviewed	DLDH3_BACSU	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of acetoin cleaving system)	acoL yfjH BSU08090	Bacillus subtilis (strain 168)	458
CAB12639.1	O31551	reviewed	ACOR_BACSU	Acetoin dehydrogenase operon transcriptional activator AcoR	acoR yfjG yzcB BSU08100	Bacillus subtilis (strain 168)	605
CAB12640.1	O31552	reviewed	SSPH_BACSU	Small, acid-soluble spore protein H (SASP H)	sspH yfjU BSU08110	Bacillus subtilis (strain 168)	59
CAB12641.1	O31553	reviewed	YFJF_BACSU	UPF0060 membrane protein YfjF	yfjF BSU08120	Bacillus subtilis (strain 168)	109
CAB12642.1	O31554	reviewed	YFJE_BACSU	Uncharacterized protein YfjE	yfjE BSU08130	Bacillus subtilis (strain 168)	152
CAB12643.1	O31555	reviewed	YFJD_BACSU	Uncharacterized lipoprotein YfjD	yfjD BSU08140	Bacillus subtilis (strain 168)	185
CAB12644.1	O31556	reviewed	YFJC_BACSU	Uncharacterized protein YfjC	yfjC BSU08150	Bacillus subtilis (strain 168)	255
CAB12645.1	O31557	reviewed	YFJB_BACSU	Uncharacterized protein YfjB	yfjB BSU08160	Bacillus subtilis (strain 168)	407
CAB12646.1	O31558	reviewed	YFJA_BACSU	Uncharacterized protein YfjA	yfjA BSU08170	Bacillus subtilis (strain 168)	104
CAB12647.1	P54716	reviewed	GLVA_BACSU	Maltose-6'-phosphate glucosidase (EC 3.2.1.122) (6-phospho-alpha-D-glucosidase) (6-phosphoryl-O-alpha-D-glucopyranosyl:phosphoglucohydrolase)	glvA glv-1 glvG malA BSU08180	Bacillus subtilis (strain 168)	449
CAB12648.1	P54717	reviewed	GLVR_BACSU	HTH-type transcriptional regulator GlvR (Glv operon regulatory protein)	glvR yfiA BSU08190	Bacillus subtilis (strain 168)	254
CAB12649.1	P54715	reviewed	PTOCB_BACSU	PTS system maltose-specific EIICB component [Includes: Maltose permease IIC component (PTS system maltose-specific EIIC component); Maltose-specific phosphotransferase enzyme IIB component (EC 2.7.1.208) (PTS system maltose-specific EIIB component)]	malP glv-2 glvC glvCB yfiB BSU08200	Bacillus subtilis (strain 168)	527
CAB12650.1	P54718	reviewed	YFIB_BACSU	Uncharacterized ABC transporter ATP-binding protein YfiB	yfiB BSU08210	Bacillus subtilis (strain 168)	573
CAB12651.1	P54719	reviewed	YFIC_BACSU	Uncharacterized ABC transporter ATP-binding protein YfiC	yfiC BSU08220	Bacillus subtilis (strain 168)	604
CAB12652.1	P54720	reviewed	CATD_BACSU	Putative oxidoreductase CatD (EC 1.-.-.-)	catD yfiD BSU08230	Bacillus subtilis (strain 168)	134
CAB12653.2	P54721	reviewed	CADE_BACSU	Catechol-2,3-dioxygenase (EC 1.13.11.2) (Catechol-induced ring cleavage extradiol dioxygenase)	catE yfiE BSU08240	Bacillus subtilis (strain 168)	285
CAB12654.1	P54722	reviewed	YFIF_BACSU	Uncharacterized HTH-type transcriptional regulator YfiF	yfiF BSU08250	Bacillus subtilis (strain 168)	314
CAB12655.1	P54723	reviewed	YFIG_BACSU	Putative metabolite transport protein YfiG	yfiG BSU08260	Bacillus subtilis (strain 168)	482
CAB12656.1	P54724	reviewed	YFIH_BACSU	Uncharacterized protein YfiH	yfiH BSU08270	Bacillus subtilis (strain 168)	313
CAB12657.1	P94437	reviewed	YFII_BACSU	Uncharacterized oxidoreductase YfiI (EC 1.-.-.-)	yfiI BSU08280	Bacillus subtilis (strain 168)	393
CAB12658.1	P94438	reviewed	LNRJ_BACSU	Sensor histidine kinase LnrJ (EC 2.7.13.3)	lnrJ linJ yfiJ BSU08290	Bacillus subtilis (strain 168)	400
CAB12659.1	P94439	reviewed	LNRK_BACSU	Transcriptional regulatory protein LnrK	lnrK linK yfiK BSU08300	Bacillus subtilis (strain 168)	220
CAB12660.2	P94440	reviewed	LNRL_BACSU	Linearmycin resistance ATP-binding protein LnrL (EC 7.6.2.-)	lnrL bifL yfiL BSU08310	Bacillus subtilis (strain 168)	311
CAB12661.1	P94441	reviewed	LNRM_BACSU	Linearmycin resistance permease protein LnrM	lnrM bifM yfiM BSU08320	Bacillus subtilis (strain 168)	396
CAB12662.1	P94442	reviewed	LNRN_BACSU	Linearmycin resistance permease protein LnrN	lnrN bifN yfiN BSU08330	Bacillus subtilis (strain 168)	385
CAB12663.1	P94443	reviewed	PADR_BACSU	Negative transcription regulator PadR	padR yfiO BSU08340	Bacillus subtilis (strain 168)	182
CAB12664.1	Q79F14	reviewed	ESTB_BACSU	Extracellular esterase EstB (EC 3.1.1.3) (Extracellular esterase LipB) (Lipase B) (Triacylglycerol lipase)	estB lipB yfiP BSU08350	Bacillus subtilis (strain 168)	210
CAB12665.1	O31559	reviewed	YFIQ_BACSU	Putative membrane-bound acyltransferase YfiQ (EC 2.3.-.-)	yfiQ BSU08360	Bacillus subtilis (strain 168)	362
CAB12666.1	O31560	reviewed	YFIR_BACSU	Uncharacterized HTH-type transcriptional regulator YfiR	yfiR BSU08370	Bacillus subtilis (strain 168)	205
CAB12667.1	O31561	reviewed	YFIS_BACSU	Uncharacterized MFS-type transporter YfiS	yfiS BSU08380	Bacillus subtilis (strain 168)	417
CAB12668.1	O31562	reviewed	YFIT_BACSU	Putative metal-dependent hydrolase YfiT (EC 3.-.-.-)	yfiT BSU08390	Bacillus subtilis (strain 168)	178
CAB12669.1	O31563	reviewed	YFIU_BACSU	Uncharacterized MFS-type transporter YfiU	yfiU BSU08400	Bacillus subtilis (strain 168)	518
CAB12670.1	O31564	reviewed	YFIV_BACSU	Uncharacterized HTH-type transcriptional regulator YfiV	yfiV BSU08410	Bacillus subtilis (strain 168)	160
CAX52582.1	C0H3X7	reviewed	MPRF_BACSU	Phosphatidylglycerol lysyltransferase (EC 2.3.2.3) (Lysylphosphatidylglycerol synthase) (LPG synthase)	mprF yfiW yfiX BSU08425 BSU08420 BSU08430	Bacillus subtilis (strain 168)	856
CAB12673.1	O31567	reviewed	YFIY_BACSU	Probable siderophore-binding lipoprotein YfiY	yfiY BSU08440	Bacillus subtilis (strain 168)	325
CAB12674.1	O31568	reviewed	YFIZ_BACSU	Probable siderophore transport system permease protein YfiZ	yfiZ BSU08450	Bacillus subtilis (strain 168)	333
CAB12675.1	O31569	reviewed	YFHA_BACSU	Probable siderophore transport system permease protein YfhA	yfhA BSU08460	Bacillus subtilis (strain 168)	343
CAB12676.1	O31570	reviewed	YFHB_BACSU	Uncharacterized isomerase YfhB (EC 5.1.-.-)	yfhB BSU08470	Bacillus subtilis (strain 168)	293
CAB12677.1	O31571	reviewed	YFHC_BACSU	Putative NAD(P)H nitroreductase YfhC (EC 1.-.-.-)	yfhC BSU08480	Bacillus subtilis (strain 168)	194
CAB12678.1	O31572	reviewed	YFHD_BACSU	Uncharacterized protein YfhD	yfhD BSU08490	Bacillus subtilis (strain 168)	63
CAB12679.1	O31573	reviewed	YFHE_BACSU	Uncharacterized protein YfhE	yfhE BSU08500	Bacillus subtilis (strain 168)	36
CAB12680.1	O31574	reviewed	YFHF_BACSU	Epimerase family protein YfhF	yfhF BSU08510	Bacillus subtilis (strain 168)	303
CAB12681.1	O31575	reviewed	RECX_BACSU	Regulatory protein RecX	recX yfhG BSU08520	Bacillus subtilis (strain 168)	264
CAB12682.1	O31576	reviewed	YFHH_BACSU	Uncharacterized protein YfhH	yfhH BSU08530	Bacillus subtilis (strain 168)	104
CAB12683.1	O31577	reviewed	YFHI_BACSU	Uncharacterized MFS-type transporter YfhI	yfhI BSU08540	Bacillus subtilis (strain 168)	397
CAE01449.1	Q7WY75	reviewed	SSPK_BACSU	Small, acid-soluble spore protein K (SASP K)	sspK BSU08550	Bacillus subtilis (strain 168)	50
CAB12684.1	O31578	reviewed	YFHJ_BACSU	Uncharacterized protein YfhJ	yfhJ BSU08560	Bacillus subtilis (strain 168)	89
CAB12685.1	O31579	reviewed	YFHK_BACSU	Uncharacterized protein YfhK	yfhK BSU08570	Bacillus subtilis (strain 168)	172
CAB12686.1	O31580	reviewed	YFHL_BACSU	Uncharacterized protein YfhL	yfhL BSU08580	Bacillus subtilis (strain 168)	110
CAB12687.1	O31581	reviewed	YFHM_BACSU	AB hydrolase superfamily protein YfhM (EC 3.-.-.-)	yfhM BSU08590	Bacillus subtilis (strain 168)	286
CAB12688.1	Q45539	reviewed	CSBB_BACSU	Putative glycosyltransferase CsbB (EC 2.4.-.-)	csbB yfhN BSU08600	Bacillus subtilis (strain 168)	329
CAB12689.2	O31582	reviewed	YFHO_BACSU	Uncharacterized protein YfhO	yfhO BSU08610	Bacillus subtilis (strain 168)	861
CAB12690.1	O31583	reviewed	YFHP_BACSU	Uncharacterized protein YfhP	yfhP BSU08620	Bacillus subtilis (strain 168)	327
CAB12691.1	O31584	reviewed	MUTY_BACSU	Adenine DNA glycosylase (EC 3.2.2.31)	mutY yfhQ BSU08630	Bacillus subtilis (strain 168)	369
CAB12692.1	O31585	reviewed	YFHS_BACSU	Uncharacterized protein YfhS	yfhS BSU08640	Bacillus subtilis (strain 168)	74
CAB12693.1	P71079	reviewed	FABL_BACSU	Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL (ENR) (EC 1.3.1.104) (Enoyl-acyl carrier protein reductase III) (NADPH-dependent enoyl-ACP reductase)	fabL yfhR ygaA BSU08650	Bacillus subtilis (strain 168)	250
CAB12694.1	P07784	reviewed	SSPE_BACSU	Small, acid-soluble spore protein gamma-type (SASP)	sspE BSU08660	Bacillus subtilis (strain 168)	84
CAB12695.1	P71080	reviewed	YGAB_BACSU	Uncharacterized protein YgaB	ygaB BSU08670	Bacillus subtilis (strain 168)	114
CAB12696.3	Q796Z1	reviewed	NTDP_BACSU	Nucleoside triphosphate/diphosphate phosphatase (EC 3.6.1.15) (EC 3.6.1.6)	ygaC BSU08680	Bacillus subtilis (strain 168)	176
CAB12697.2	P71082	reviewed	YGAD_BACSU	Putative multidrug export ATP-binding/permease protein YgaD (EC 7.6.2.-)	ygaD BSU08690	Bacillus subtilis (strain 168)	580
CAB12698.1	P71083	reviewed	YGAE_BACSU	UPF0421 protein YgaE	ygaE BSU08700	Bacillus subtilis (strain 168)	353
CAB12699.3	P71084	reviewed	GSAB_BACSU	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	gsaB BSU08710	Bacillus subtilis (strain 168)	429
CAB12700.2	Q796Y8	reviewed	BCP_BACSU	Peroxiredoxin Bcp (EC 1.11.1.24) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin Bcp)	ygaF bcp BSU08720	Bacillus subtilis (strain 168)	157
CAB12701.1	P71086	reviewed	PERR_BACSU	Peroxide operon regulator	perR ygaG BSU08730	Bacillus subtilis (strain 168)	145
CAE01450.1	Q7WY74	reviewed	YGZB_BACSU	UPF0295 protein YgzB	ygzB BSU08740	Bacillus subtilis (strain 168)	117
CAB12703.1	Q04385	reviewed	YGXA_BACSU	Uncharacterized protein YgxA	ygxA BSU08750	Bacillus subtilis (strain 168)	294
CAB12704.2	P71088	reviewed	SP0M_BACSU	Sporulation-control protein spo0M (Stage 0 sporulation protein M)	spo0M ygaI BSU08760	Bacillus subtilis (strain 168)	258
CAB12705.2	O31586	reviewed	YGZA_BACSU	Uncharacterized protein YgzA	ygzA BSU08770	Bacillus subtilis (strain 168)	67
CAX52583.1	C0H3X8	reviewed	YGZC_BACSU	Spore coat protein F-like protein YgzC	ygzC BSU08779	Bacillus subtilis (strain 168)	90
CAB12706.2	P71089	reviewed	YGAJ_BACSU	Uncharacterized peptidase YgaJ (EC 3.4.21.-)	ygaJ BSU08780	Bacillus subtilis (strain 168)	230
CAB12707.2	P45740	reviewed	THIC_BACSU	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC thiA BSU08790	Bacillus subtilis (strain 168)	590
CAB12708.2	Q796Y5	reviewed	YGAK_BACSU	Uncharacterized FAD-linked oxidoreductase YgaK (EC 1.-.-.-)	ygaK BSU08800	Bacillus subtilis (strain 168)	451
CAB12710.2	P26901	reviewed	CATA_BACSU	Vegetative catalase (EC 1.11.1.6)	katA kat kat-19 BSU08820	Bacillus subtilis (strain 168)	483
CAB12711.3	P97027	reviewed	SSUB_BACSU	Aliphatic sulfonates import ATP-binding protein SsuB (EC 7.6.2.14)	ssuB ycbE ygaL BSU08830	Bacillus subtilis (strain 168)	255
CAB12712.1	P40400	reviewed	SSUA_BACSU	Putative aliphatic sulfonates-binding protein	ssuA ygbA yzeA BSU08840	Bacillus subtilis (strain 168)	332
CAB12713.1	P40401	reviewed	SSUC_BACSU	Putative aliphatic sulfonates transport permease protein SsuC	ssuC ygaM yzeB BSU08850	Bacillus subtilis (strain 168)	276
CAB12714.2	P40402	reviewed	SSUD_BACSU	Alkanesulfonate monooxygenase (EC 1.14.14.5) (FMNH2-dependent aliphatic sulfonate monooxygenase)	ssuD ygcA yzeC BSU08860	Bacillus subtilis (strain 168)	376
CAB12715.1	P97028	reviewed	YGAN_BACSU	Uncharacterized protein YgaN	ygaN BSU08870	Bacillus subtilis (strain 168)	178
CAB12716.1	O31587	reviewed	RS14_BACSU	Small ribosomal subunit protein uS14A (Alternate 30S ribosomal protein S14)	rpsN2 rpsNB yhzA BSU08880	Bacillus subtilis (strain 168)	89
CAB12717.1	P97029	reviewed	YGAO_BACSU	Uncharacterized lipoprotein YgaO	ygaO BSU08890	Bacillus subtilis (strain 168)	157
CAX52584.1	C0H3X9	reviewed	YGZD_BACSU	Uncharacterized HTH-type transcriptional regulator YgzD	ygzD BSU08899	Bacillus subtilis (strain 168)	66
CAB12718.1	O31588	reviewed	YHZB_BACSU	Uncharacterized protein YhzB	yhzB BSU08900	Bacillus subtilis (strain 168)	207
CAB12719.2	P97030	reviewed	QUEG_BACSU	Epoxyqueuosine reductase (EC 1.17.99.6) (Queuosine biosynthesis protein QueG)	queG ygaP yhbA BSU08910	Bacillus subtilis (strain 168)	386
CAB12720.1	O31589	reviewed	YHBB_BACSU	Uncharacterized protein YhbB	yhbB ygaQ BSU08920	Bacillus subtilis (strain 168)	311
CAB12721.2	O31590	reviewed	TRML_BACSU	Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase CspR)	cspR ygaR BSU08930	Bacillus subtilis (strain 168)	160
CAB12722.1	P97032	reviewed	YHBD_BACSU	Uncharacterized protein YhbD	yhbD ygaS BSU08940	Bacillus subtilis (strain 168)	238
CAB12723.1	P39132	reviewed	YHBE_BACSU	Uncharacterized protein YhbE (ORF1)	yhbE ygaT yzdA BSU08950	Bacillus subtilis (strain 168)	237
CAB12724.2	P39133	reviewed	YHBF_BACSU	Uncharacterized protein YhbF	yhbF yzdB BSU08960	Bacillus subtilis (strain 168)	235
CAB12725.1	P39134	reviewed	PRKA_BACSU	Protein PrkA	prkA BSU08970	Bacillus subtilis (strain 168)	631
CAB12726.1	P45742	reviewed	YHBH_BACSU	Stress response UPF0229 protein YhbH	yhbH yzdC BSU08980	Bacillus subtilis (strain 168)	392
CAB12727.1	O31592	reviewed	YHBI_BACSU	Uncharacterized HTH-type transcriptional regulator YhbI	yhbI BSU08990	Bacillus subtilis (strain 168)	154
CAB12728.1	O31593	reviewed	YHBJ_BACSU	Putative efflux system component YhbJ	yhbJ BSU09000	Bacillus subtilis (strain 168)	221
CAB12729.1	P54585	reviewed	YHCA_BACSU	Uncharacterized MFS-type transporter YhcA	yhcA BSU09010	Bacillus subtilis (strain 168)	532
CAB12730.1	P54586	reviewed	YHCB_BACSU	Uncharacterized protein YhcB	yhcB BSU09020	Bacillus subtilis (strain 168)	176
CAB12731.1	P54587	reviewed	YHCC_BACSU	Uncharacterized protein YhcC	yhcC BSU09030	Bacillus subtilis (strain 168)	124
CAB12732.1	P54588	reviewed	YHCD_BACSU	Uncharacterized protein YhcD	yhcD BSU09040	Bacillus subtilis (strain 168)	51
CAB12733.1	P54589	reviewed	YHCE_BACSU	Uncharacterized protein YhcE	yhcE BSU09050	Bacillus subtilis (strain 168)	253
CAB12734.1	P54590	reviewed	YHCF_BACSU	Uncharacterized HTH-type transcriptional regulator YhcF	yhcF BSU09060	Bacillus subtilis (strain 168)	121
CAB12735.1	P54591	reviewed	YHCG_BACSU	Uncharacterized ABC transporter ATP-binding protein YhcG	yhcG BSU09070	Bacillus subtilis (strain 168)	232
CAB12736.1	P54592	reviewed	YHCH_BACSU	Uncharacterized ABC transporter ATP-binding protein YhcH	yhcH BSU09080	Bacillus subtilis (strain 168)	305
CAB12737.1	P54593	reviewed	YHCI_BACSU	Uncharacterized protein YhcI	yhcI BSU09090	Bacillus subtilis (strain 168)	313
CAB12738.1	P32081	reviewed	CSPB_BACSU	Cold shock protein CspB (Major cold shock protein)	cspB cspA BSU09100	Bacillus subtilis (strain 168)	67
CAB12739.2	P54594	reviewed	YHCJ_BACSU	Uncharacterized lipoprotein YhcJ	yhcJ BSU09110	Bacillus subtilis (strain 168)	276
CAB12740.1	P54595	reviewed	YHCK_BACSU	Uncharacterized protein YhcK	yhcK BSU09120	Bacillus subtilis (strain 168)	359
CAB12741.1	P54596	reviewed	TCYP_BACSU	L-cystine uptake protein TcyP (Symporter YhcL) (Transporter of cystine TcyP)	tcyP yhcL BSU09130	Bacillus subtilis (strain 168)	463
CAB12742.1	P54597	reviewed	YHCM_BACSU	Uncharacterized protein YhcM	yhcM BSU09140	Bacillus subtilis (strain 168)	151
CAB12743.2	P54598	reviewed	YHCN_BACSU	Probable spore germination lipoprotein YhcN	yhcN BSU09150	Bacillus subtilis (strain 168)	189
CAB12744.2	P54599	reviewed	YHCO_BACSU	Uncharacterized protein YhcO	yhcO BSU09165 BSU09160/BSU09170	Bacillus subtilis (strain 168)	322
CAB12746.1	P54601	reviewed	YHCQ_BACSU	Spore coat protein F-like protein YhcQ	yhcQ BSU09180	Bacillus subtilis (strain 168)	217
CAB12747.1	P54602	reviewed	YHCR_BACSU	Endonuclease YhcR (EC 3.1.31.-)	yhcR BSU09190	Bacillus subtilis (strain 168)	1217
CAB12748.1	P54603	reviewed	SRTD_BACSU	Sortase D (EC 3.4.22.-)	srtD srtA yhcS BSU09200	Bacillus subtilis (strain 168)	198
CAB12749.2	P54604	reviewed	YHCT_BACSU	Uncharacterized RNA pseudouridine synthase YhcT (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	yhcT BSU09210	Bacillus subtilis (strain 168)	302
CAB12750.2	P54605	reviewed	YHCU_BACSU	Uncharacterized protein YhcU	yhcU BSU09220	Bacillus subtilis (strain 168)	131
CAB12751.1	P54606	reviewed	YHCV_BACSU	CBS domain-containing protein YhcV	yhcV BSU09230	Bacillus subtilis (strain 168)	140
CAB12752.1	P54607	reviewed	YHCW_BACSU	Putative phosphatase YhcW (EC 3.1.3.-)	yhcW BSU09240	Bacillus subtilis (strain 168)	220
CAB12753.2	P54608	reviewed	YHCX_BACSU	Probable hydrolase YhcX (EC 3.5.-.-)	yhcX BSU09250	Bacillus subtilis (strain 168)	513
CAB12754.2	P33189	reviewed	YHXA_BACSU	Uncharacterized aminotransferase YhxA (EC 2.6.-.-)	yhxA BSU09260	Bacillus subtilis (strain 168)	450
CAB12755.1	P30300	reviewed	GLPP_BACSU	Glycerol uptake operon antiterminator regulatory protein	glpP glpP1 BSU09270	Bacillus subtilis (strain 168)	192
CAB12756.1	P18156	reviewed	GLPF_BACSU	Glycerol uptake facilitator protein	glpF BSU09280	Bacillus subtilis (strain 168)	274
CAB12757.2	P18157	reviewed	GLPK_BACSU	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK BSU09290	Bacillus subtilis (strain 168)	496
CAB12758.2	P18158	reviewed	GLPD_BACSU	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	glpD BSU09300	Bacillus subtilis (strain 168)	555
CAB12759.2	P18159	reviewed	PGCA_BACSU	Phosphoglucomutase (PGM) (EC 5.4.2.2) (Alpha-phosphoglucomutase) (Glucose phosphomutase)	pgcA gtaC gtaE yhxB BSU09310	Bacillus subtilis (strain 168)	581
CAB12760.1	O07527	reviewed	YHCY_BACSU	Sensor histidine kinase YhcY (EC 2.7.13.3)	yhcY BSU09320	Bacillus subtilis (strain 168)	379
CAB12761.1	O07528	reviewed	YHCZ_BACSU	Uncharacterized transcriptional regulatory protein YhcZ	yhcZ BSU09330	Bacillus subtilis (strain 168)	214
CAB12762.1	O07529	reviewed	AZR_BACSU	FMN-dependent NADPH-azoreductase (EC 1.7.-.-) (Azobenzene reductase)	azr yhdA BSU09340	Bacillus subtilis (strain 168)	174
CAB12763.1	O07530	reviewed	YHDB_BACSU	Uncharacterized protein YhdB	yhdB BSU09350	Bacillus subtilis (strain 168)	80
CAB12764.1	O07531	reviewed	YHDC_BACSU	Uncharacterized protein YhdC	yhdC BSU09360	Bacillus subtilis (strain 168)	107
CAB12776.2	O07532	reviewed	LYTF_BACSU	Peptidoglycan endopeptidase LytF (EC 3.4.-.-) (Autolysin LytF) (Cell wall-associated polypeptide CWBP49') (Gamma-D-glutamate-meso-diaminopimelate muropeptidase LytF) (Peptidoglycan hydrolase LytF) (Vegetative cell wall hydrolase LytF)	lytF cwlE yhdD BSU09370	Bacillus subtilis (strain 168)	488
