,gene_id,gene_name,gene_ontology
1783,BSU_08860,ssuD,alkanesulfonate catabolic process
1784,BSU_08850,ssuC,transmembrane transporter activity
1785,BSU_08850,ssuC,alkanesulfonate transmembrane transporter activity
1786,BSU_08850,ssuC,alkanesulfonate transport
1787,BSU_08850,ssuC,transport
1788,BSU_08850,ssuC,plasma membrane
1789,BSU_08840,ssuA,transport
1790,BSU_08840,ssuA,transmembrane transporter activity
1791,BSU_10850,iolX,NADPH regeneration
1792,BSU_10850,iolX,oxidoreductase activity
1793,BSU_10850,iolX,cytoplasm
1794,BSU_15160,pbpB,penicillin binding
1795,BSU_15160,pbpB,cell wall organization
1796,BSU_15160,pbpB,integral component of plasma membrane
1802,BSU_17150,pksG,hydroxymethylglutaryl-CoA synthase activity
1803,BSU_17150,pksG,acetyl-CoA metabolic process
1804,BSU_17150,pksG,"farnesyl diphosphate biosynthetic process, mevalonate pathway"
1805,BSU_17140,pksF,3-oxoacyl-[acyl-carrier-protein] synthase activity
1806,BSU_17140,pksF,fatty acid biosynthetic process
1807,BSU_17140,pksF,cytosol
1808,BSU_17170,pksI,enoyl-CoA hydratase activity
1809,BSU_17170,pksI,fatty acid beta-oxidation
1810,BSU_10290,yhfN,CAAX-box protein processing
1811,BSU_10290,yhfN,metalloendopeptidase activity
1812,BSU_21740,ypmR,lysophospholipase activity
1813,BSU_31490,pbpD,peptidoglycan glycosyltransferase activity
1814,BSU_31490,pbpD,peptidoglycan biosynthetic process
1815,BSU_31490,pbpD,penicillin binding
1816,BSU_31490,pbpD,response to antibiotic
1822,BSU_39260,bglH,carbohydrate catabolic process
1823,BSU_39260,bglH,cytosol
1824,BSU_39260,bglH,beta-glucosidase activity
1825,BSU_39270,bglP,carbohydrate transmembrane transport
1826,BSU_39270,bglP,protein-phosphocysteine-trehalose phosphotransferase system transporter activity
1827,BSU_39270,bglP,plasma membrane
1828,BSU_39270,bglP,protein-phosphocysteine-sugar phosphotransferase activity
1829,BSU_39270,bglP,phosphoenolpyruvate-dependent sugar phosphotransferase system
1830,BSU_39270,bglP,trehalose transport
1831,BSU_01450,ecfA,ATP binding
1832,BSU_01450,ecfA,ATPase-coupled transmembrane transporter activity
1833,BSU_01450,ecfA,ATP-binding cassette (ABC) transporter complex
1834,BSU_31650,mrpF,sodium:proton antiporter activity
1835,BSU_31290,yugT,oligosaccharide catabolic process
1836,BSU_31290,yugT,alpha-amylase activity
1838,BSU_27180,yrhH,methyltransferase activity
1842,BSU_26850,yrpG,cytosol
1845,BSU_22460,bshA,"transferase activity, transferring glycosyl groups"
1847,BSU_22480,mgsA,cytosol
1848,BSU_22480,mgsA,methylglyoxal synthase activity
1849,BSU_22480,mgsA,methylglyoxal biosynthetic process
1850,BSU_22490,dapB,diaminopimelate biosynthetic process
1851,BSU_22490,dapB,cytosol
1852,BSU_22490,dapB,4-hydroxy-tetrahydrodipicolinate reductase
1853,BSU_40110,bglA,cytosol
1854,BSU_40110,bglA,carbohydrate catabolic process
1855,BSU_40110,bglA,beta-glucosidase activity
1856,BSU_04150,ycsN,cytosol
1857,BSU_04140,pbpC,"peptidoglycan L,D-transpeptidase activity"
1858,BSU_04140,pbpC,penicillin binding
1859,BSU_04140,pbpC,cell wall organization
1860,BSU_04140,pbpC,integral component of plasma membrane
1861,BSU_04110,lipC,lysophospholipase activity
1867,BSU_04050,pxpA,nitrogen compound metabolic process
1871,BSU_04010,sipU,signal peptide processing
1872,BSU_04010,sipU,serine-type endopeptidase activity
1873,BSU_04010,sipU,integral component of plasma membrane
1874,BSU_03990,mtlD,cytosol
1875,BSU_03990,mtlD,mannitol-1-phosphate 5-dehydrogenase activity
1876,BSU_03990,mtlD,mannitol catabolic process
1877,BSU_35710,tagG,lipopolysaccharide transport
1878,BSU_01180,rplW,cytosolic large ribosomal subunit
1879,BSU_01180,rplW,structural constituent of ribosome
1880,BSU_01180,rplW,ribosomal large subunit assembly
1881,BSU_01040,rplJ,structural constituent of ribosome
1882,BSU_01040,rplJ,large ribosomal subunit
1883,BSU_01040,rplJ,translation
1884,BSU_01040,rplJ,cytosolic large ribosomal subunit
1885,BSU_01160,rplC,structural constituent of ribosome
1886,BSU_01160,rplC,cytosolic large ribosomal subunit
1887,BSU_01190,rplB,cytoplasmic translation
1888,BSU_01190,rplB,cytosolic large ribosomal subunit
1889,BSU_01190,rplB,RNA binding
1890,BSU_01190,rplB,structural constituent of ribosome
1891,BSU_20060,nrdEB,deoxyribonucleotide biosynthetic process
1892,BSU_20060,nrdEB,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
1893,BSU_20060,nrdEB,ribonucleoside-diphosphate reductase complex
1894,BSU_20060,nrdEB,ATP binding
1895,BSU_19520,yojA,gluconate transmembrane transport
1896,BSU_19520,yojA,integral component of plasma membrane
1897,BSU_19520,yojA,gluconate transmembrane transporter activity
1898,BSU_19480,yojE,integral component of membrane
1899,BSU_19480,yojE,plasma membrane
1905,BSU_19410,cwlS,lytic endotransglycosylase activity
1912,BSU_18300,ppsE,amino acid activation for nonribosomal peptide biosynthetic process
1913,BSU_18300,ppsE,secondary metabolite biosynthetic process
1914,BSU_18300,ppsE,phosphopantetheine binding
1915,BSU_18300,ppsE,cytosol
1916,BSU_18300,ppsE,cytoplasm
1919,BSU_18190,yngC,plasma membrane
1920,BSU_18170,yngA,plasma membrane
1925,BSU_17340,hfq,cytosol
1926,BSU_17340,hfq,regulation of RNA stability
1927,BSU_17340,hfq,"regulation of translation, ncRNA-mediated"
1928,BSU_17340,hfq,RNA binding
1929,BSU_17330,miaA,tRNA dimethylallyltransferase activity
1930,BSU_17330,miaA,tRNA modification
1931,BSU_17260,aprX,serine-type endopeptidase activity
1932,BSU_17010,miaB,"4 iron, 4 sulfur cluster binding"
1933,BSU_17010,miaB,methylthiotransferase activity
1934,BSU_17010,miaB,tRNA methylthiolation
1935,BSU_17010,miaB,cytosol
1936,BSU_17010,miaB,N6-isopentenyladenosine methylthiotransferase activity
1937,BSU_17000,kbl,biotin biosynthetic process
1938,BSU_17000,kbl,8-amino-7-oxononanoate synthase activity
1942,BSU_16570,proS,proline-tRNA ligase activity
1943,BSU_16570,proS,cytosol
1944,BSU_16570,proS,prolyl-tRNA aminoacylation
1945,BSU_16550,dxr,manganese ion binding
1946,BSU_16550,dxr,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity
1947,BSU_16550,dxr,NADPH binding
1948,BSU_16550,dxr,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process"
1949,BSU_16540,cdsA,plasma membrane
1950,BSU_16540,cdsA,CDP-diacylglycerol biosynthetic process
1951,BSU_16540,cdsA,phosphatidate cytidylyltransferase activity
1952,BSU_16510,pyrH,cytosol
1953,BSU_16510,pyrH,UMP kinase activity
1954,BSU_16510,pyrH,UDP biosynthetic process
1955,BSU_16030,trmD,cytosol
1956,BSU_16030,trmD,tRNA (guanine(37)-N(1))-methyltransferase activity
1957,BSU_16030,trmD,tRNA N1-guanine methylation
1958,BSU_15380,ylmE,intracellular anatomical structure
1959,BSU_15380,ylmE,pyridoxal phosphate binding
1960,BSU_15370,ylmD,copper ion binding
1961,BSU_15340,ylmA,ATP binding
1962,BSU_15340,ylmA,ATP-binding cassette (ABC) transporter complex
1963,BSU_15340,ylmA,ATPase-coupled transmembrane transporter activity
1965,BSU_14430,ykpA,ATP binding
1966,BSU_14390,fruK,1-phosphofructokinase activity
1967,BSU_14390,fruK,phosphofructokinase activity
1968,BSU_14390,fruK,cytosol
1974,BSU_14330,yknV,ATPase-coupled transmembrane transporter activity
1975,BSU_14330,yknV,transmembrane transport
1976,BSU_14320,yknU,ATPase-coupled lipid transmembrane transporter activity
1977,BSU_14320,yknU,ATPase-coupled transmembrane transporter activity
1978,BSU_14320,yknU,transmembrane transport
1979,BSU_14300,moaE,cytosol
1980,BSU_14280,moeA,molybdopterin cofactor biosynthetic process
1981,BSU_14280,moeA,molybdopterin molybdotransferase activity
1982,BSU_14280,moeA,Mo-molybdopterin cofactor biosynthetic process
1983,BSU_14280,moeA,cytosol
1984,BSU_14280,moeA,molybdenum incorporation into molybdenum-molybdopterin complex
1985,BSU_14280,moeA,cytoplasm
1986,BSU_14280,moeA,molybdopterin adenylyltransferase activity
1987,BSU_14270,moeB,cytosol
1988,BSU_14270,moeB,cytoplasm
1989,BSU_14270,moeB,nucleotidyltransferase activity
1990,BSU_14260,mobA,nucleotidyltransferase activity
1991,BSU_13870,ykvZ,transcription regulatory region sequence-specific DNA binding
1992,BSU_13870,ykvZ,DNA-binding transcription factor activity
1993,BSU_13870,ykvZ,"regulation of transcription, DNA-templated"
1994,BSU_13770,ykvO,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor"
1995,BSU_13770,ykvO,intracellular anatomical structure
1996,BSU_13720,queC,queuosine biosynthetic process
1997,BSU_13620,mtnD,acireductone dioxygenase [iron(II)-requiring] activity
1998,BSU_13620,mtnD,methionine metabolic process
1999,BSU_13610,mtnB,methylthioribulose 1-phosphate dehydratase activity
2000,BSU_13610,mtnB,cytoplasm
2001,BSU_13610,mtnB,L-methionine salvage from methylthioadenosine
2002,BSU_12040,yjdG,ribosomal-protein-alanine N-acetyltransferase activity
2003,BSU_12040,yjdG,cytoplasm
2004,BSU_12020,manA,transcription regulatory region sequence-specific DNA binding
2005,BSU_12020,manA,"negative regulation of transcription, DNA-templated"
2006,BSU_12010,manP,protein-phosphocysteine-sugar phosphotransferase activity
2007,BSU_12010,manP,phosphoenolpyruvate-dependent sugar phosphotransferase system
2008,BSU_12010,manP,plasma membrane
2009,BSU_11970,yjcS,catalytic activity
2010,BSU_11890,yjcK,cytoplasm
2011,BSU_11890,yjcK,ribosomal-protein-alanine N-acetyltransferase activity
2012,BSU_11880,metC,carbon-sulfur lyase activity
2013,BSU_11880,metC,pyridoxal phosphate binding
2014,BSU_11880,metC,cytoplasm
2015,BSU_11880,metC,cystathionine gamma-lyase activity
2016,BSU_11880,metC,cysteine biosynthetic process via cystathionine
2017,BSU_11880,metC,transsulfuration
2018,BSU_11840,yjcF,N-acetyltransferase activity
2019,BSU_11820,yjcD,recombinational repair
2020,BSU_11820,yjcD,cytosol
2021,BSU_11820,yjcD,DNA helicase complex
2022,BSU_11820,yjcD,3'-5' DNA helicase activity
2023,BSU_11710,thiD,cytosol
2024,BSU_11710,thiD,thiamine biosynthetic process
2025,BSU_11710,thiD,hydroxymethylpyrimidine kinase activity
2026,BSU_11710,thiD,phosphomethylpyrimidine kinase activity
2027,BSU_11700,thiF,nucleotidyltransferase activity
2028,BSU_11700,thiF,cytoplasm
2029,BSU_11700,thiF,cytosol
2030,BSU_11670,thiO,cytoplasm
2031,BSU_11670,thiO,oxidoreductase activity
2032,BSU_11620,yjbO,enzyme-directed rRNA pseudouridine synthesis
2033,BSU_11620,yjbO,pseudouridine synthase activity
2034,BSU_11610,ppnKA,NADP biosynthetic process
2035,BSU_11610,ppnKA,NAD+ kinase activity
2036,BSU_11560,yjbI,thioredoxin peroxidase activity
2037,BSU_11560,yjbI,cytoplasm
2038,BSU_11560,yjbI,cell redox homeostasis
2039,BSU_11560,yjbI,cellular response to oxidative stress
2043,BSU_11510,yjbE,plasma membrane
2044,BSU_11500,spxA,cytosol
2050,BSU_08630,mutY,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity"
2051,BSU_08630,mutY,adenine/guanine mispair binding
2052,BSU_08630,mutY,mismatch repair
2053,BSU_08630,mutY,purine-specific mismatch base pair DNA N-glycosylase activity
2054,BSU_08630,mutY,base-excision repair
2055,BSU_08630,mutY,oxidized purine DNA binding
2056,BSU_08470,yfhB,cytoplasm
2057,BSU_08470,yfhB,isomerase activity
2064,BSU_08410,yfiV,transcription regulatory region sequence-specific DNA binding
2065,BSU_08410,yfiV,response to stress
2066,BSU_08410,yfiV,"regulation of transcription, DNA-templated"
2067,BSU_08020,yfjO,rRNA (uridine-C5-)-methyltransferase activity
2068,BSU_08020,yfjO,rRNA base methylation
2069,BSU_08010,yfjP,protein-DNA complex
2070,BSU_08010,yfjP,DNA-3-methyladenine glycosylase activity
2071,BSU_08010,yfjP,DNA-7-methylguanine glycosylase activity
2072,BSU_08010,yfjP,DNA dealkylation involved in DNA repair
2073,BSU_08010,yfjP,cytoplasm
2074,BSU_08010,yfjP,alkylated DNA binding
2075,BSU_08010,yfjP,"base-excision repair, AP site formation"
2076,BSU_08000,yfjQ,cobalt ion transmembrane transporter activity
2077,BSU_08000,yfjQ,integral component of plasma membrane
2078,BSU_08000,yfjQ,magnesium ion binding
2079,BSU_08000,yfjQ,cobalt ion binding
2080,BSU_08000,yfjQ,magnesium ion transmembrane transporter activity
2081,BSU_07160,yetH,methylmalonyl-CoA epimerase activity
2082,BSU_07160,yetH,L-methylmalonyl-CoA metabolic process
2083,BSU_06920,yesJ,N-acetyltransferase activity
2084,BSU_06840,yeeI,cytosol
2085,BSU_06730,rlmCD,rRNA base methylation
2086,BSU_06730,rlmCD,rRNA (uridine-C5-)-methyltransferase activity
2089,BSU_06620,ligA,"base-excision repair, DNA ligation"
2090,BSU_06620,ligA,cytosol
2091,BSU_06620,ligA,DNA ligase (NAD+) activity
2095,BSU_04310,ydaN,plasma membrane
2096,BSU_03880,yczG,"regulation of transcription, DNA-templated"
2097,BSU_03880,yczG,transcription regulatory region sequence-specific DNA binding
2098,BSU_03080,ycgE,response to stress
2099,BSU_03080,ycgE,"regulation of transcription, DNA-templated"
2100,BSU_03080,ycgE,transcription regulatory region sequence-specific DNA binding
2104,BSU_02410,ybgG,S-adenosylmethionine-homocysteine S-methyltransferase activity
2105,BSU_02410,ybgG,S-methylmethionine cycle
2106,BSU_02410,ybgG,methionine biosynthetic process
2107,BSU_02400,ybgF,amino acid transmembrane transport
2108,BSU_02400,ybgF,integral component of membrane
2109,BSU_02400,ybgF,amino acid transmembrane transporter activity
2111,BSU_02360,gamA,glucosamine catabolic process
2112,BSU_02360,gamA,identical protein binding
2113,BSU_02360,gamA,N-acetylglucosamine catabolic process
2114,BSU_02360,gamA,cytoplasm
2115,BSU_02360,gamA,UDP-N-acetylglucosamine biosynthetic process
2116,BSU_02360,gamA,glucosamine-6-phosphate deaminase activity
2117,BSU_02360,gamA,N-acetylneuraminate catabolic process
2118,BSU_02280,ybfM,plasma membrane
2119,BSU_02160,ybfA,N-acetyltransferase activity
2120,BSU_00800,yazB,DNA-binding transcription factor activity
2121,BSU_00800,yazB,"regulation of transcription, DNA-templated"
2122,BSU_31990,dhbC,isochorismate synthase activity
2123,BSU_31990,dhbC,salicylic acid biosynthetic process
2124,BSU_08790,thiC,thiamine biosynthetic process
2125,BSU_08790,thiC,cytosol
2129,BSU_08060,acoA,pyruvate dehydrogenase (acetyl-transferring) activity
2130,BSU_08060,acoA,acetyl-CoA biosynthetic process from pyruvate
2131,BSU_21410,blyA,peptidoglycan catabolic process
2132,BSU_21410,blyA,peptidoglycan turnover
2133,BSU_21410,blyA,N-acetylmuramoyl-L-alanine amidase activity
2135,BSU_20370,yorI,cytosol
2136,BSU_20370,yorI,DNA helicase activity
2137,BSU_20370,yorI,DNA unwinding involved in DNA replication
2138,BSU_06690,gatB,glutaminyl-tRNAGln biosynthesis via transamidation
2139,BSU_06690,gatB,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
2140,BSU_22060,pbuX,integral component of plasma membrane
2141,BSU_22060,pbuX,xanthine transmembrane transporter activity
2142,BSU_22060,pbuX,xanthine transport
2143,BSU_39370,hutI,imidazolonepropionase activity
2144,BSU_39370,hutI,histidine catabolic process
2145,BSU_39380,hutG,agmatinase activity
2146,BSU_39380,hutG,"putrescine biosynthetic process from arginine, using agmatinase"
2150,BSU_01210,rplV,large ribosomal subunit
2151,BSU_01210,rplV,structural constituent of ribosome
2152,BSU_01210,rplV,ribosome assembly
2153,BSU_01210,rplV,cytosolic large ribosomal subunit
2154,BSU_03280,nasF,uroporphyrin-III C-methyltransferase activity
2155,BSU_03280,nasF,siroheme biosynthetic process
2164,BSU_39730,iolD,flavin adenine dinucleotide binding
2165,BSU_39730,iolD,isoleucine biosynthetic process
2166,BSU_39730,iolD,valine biosynthetic process
2167,BSU_39730,iolD,acetolactate synthase activity
2168,BSU_39730,iolD,acetolactate synthase complex
2169,BSU_39760,iolA,malonate-semialdehyde dehydrogenase (acetylating) activity
2170,BSU_39760,iolA,valine catabolic process
2171,BSU_39760,iolA,thymine catabolic process
2172,BSU_39760,iolA,methylmalonate-semialdehyde dehydrogenase (acylating) activity
2173,BSU_03460,hxlA,orotidine-5'-phosphate decarboxylase activity
2174,BSU_03460,hxlA,cytosol
2175,BSU_03460,hxlA,'de novo' pyrimidine nucleobase biosynthetic process
2176,BSU_03410,bglC,carbohydrate catabolic process
2177,BSU_03410,bglC,beta-glucosidase activity
2178,BSU_03410,bglC,cytosol
2179,BSU_03370,yckA,plasma membrane
2180,BSU_03370,yckA,amino acid transport
2181,BSU_38970,yxjF,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
2182,BSU_38980,scoB,CoA-transferase activity
2183,BSU_38980,scoB,acetate CoA-transferase activity
2184,BSU_38990,scoA,CoA-transferase activity
2185,BSU_38990,scoA,acetate CoA-transferase activity
2186,BSU_39000,yxjC,integral component of plasma membrane
2187,BSU_39020,nupG,nucleoside transmembrane transport
2188,BSU_39020,nupG,integral component of plasma membrane
2189,BSU_39020,nupG,symporter activity
2190,BSU_39020,nupG,nucleoside transmembrane transporter activity
2199,BSU_39120,yxiM,carboxylic ester hydrolase activity
2200,BSU_39120,yxiM,cell outer membrane
2205,BSU_02560,ycbM,phosphorelay response regulator activity
2206,BSU_02560,ycbM,osmosensory signaling via phosphorelay pathway
2207,BSU_02560,ycbM,protein kinase activator activity
2208,BSU_02550,ycbL,cytosol
2209,BSU_02550,ycbL,DNA-binding transcription activator activity
2210,BSU_02550,ycbL,protein-DNA complex
2211,BSU_02550,ycbL,phosphorelay response regulator activity
2212,BSU_02550,ycbL,transcription regulatory region sequence-specific DNA binding
2213,BSU_02540,ycbK,integral component of membrane
2214,BSU_02510,garD,D-galacturonate catabolic process
2215,BSU_02510,garD,galactarate catabolic process
2216,BSU_02510,garD,galactarate dehydratase activity
2217,BSU_39050,katE,cytosol
2218,BSU_39050,katE,heme binding
2219,BSU_39050,katE,response to oxidative stress
2220,BSU_39050,katE,catalase activity
2221,BSU_39050,katE,hydrogen peroxide catabolic process
2222,BSU_03600,tcyB,plasma membrane
2223,BSU_03600,tcyB,amino acid transport
2224,BSU_25290,era,rRNA binding
2225,BSU_25290,era,ribosomal small subunit assembly
2226,BSU_25290,era,ribosomal small subunit binding
2227,BSU_25290,era,cytosol
2228,BSU_37260,narJ,metallochaperone activity
2229,BSU_37260,narJ,nitrate assimilation
2230,BSU_37260,narJ,chaperone-mediated protein complex assembly
2231,BSU_37250,narI,electron transfer activity
2232,BSU_37250,narI,anaerobic electron transport chain
2233,BSU_37250,narI,heme binding
2234,BSU_37250,narI,nitrate reductase activity
2235,BSU_37270,narH,membrane
2236,BSU_37270,narH,anaerobic respiration
