## Wed Feb  7 23:50:50 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope 2 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
BSU_10450	224308.BSU10450	0.0	917.0	COG0591@1|root,COG0591@2|Bacteria,1TRYH@1239|Firmicutes,4HE2W@91061|Bacilli,1ZCBN@1386|Bacillus	2|Bacteria	E	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family	yhjB	-	-	ko:K03307	-	-	-	-	ko00000	2.A.21	-	-	SSF
BSU_10460	224308.BSU10460	1.61e-36	123.0	2EFSS@1|root,339IS@2|Bacteria,1VMRC@1239|Firmicutes,4HR88@91061|Bacilli,1ZKA6@1386|Bacillus	2|Bacteria	S	Protein of unknown function (DUF3311)	yhjC	-	-	-	-	-	-	-	-	-	-	-	DUF3311
BSU_10470	224308.BSU10470	2.57e-78	233.0	2ATJK@1|root,31J3N@2|Bacteria,1V8E1@1239|Firmicutes,4HK5R@91061|Bacilli,1ZH24@1386|Bacillus	2|Bacteria	-	-	yhjD	-	-	-	-	-	-	-	-	-	-	-	-
BSU_10480	224308.BSU10480	4.87e-141	399.0	COG0398@1|root,COG0398@2|Bacteria,1TS5T@1239|Firmicutes,4HDKU@91061|Bacilli,1ZCHZ@1386|Bacillus	2|Bacteria	S	SNARE associated Golgi protein	yhjE	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
BSU_10490	224308.BSU10490	3.09e-118	338.0	COG0681@1|root,COG0681@2|Bacteria,1V2BJ@1239|Firmicutes,4HGCB@91061|Bacilli,1ZAPC@1386|Bacillus	2|Bacteria	U	Belongs to the peptidase S26 family	spsB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	3.4.21.89	ko:K03100,ko:K13280	ko02024,ko03060,map02024,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S24,Peptidase_S26
BSU_10500	224308.BSU10500	0.0	985.0	COG0654@1|root,COG0654@2|Bacteria,1TSDI@1239|Firmicutes,4HAQG@91061|Bacilli,1ZF6C@1386|Bacillus	2|Bacteria	CH	FAD binding domain	yhjG	-	-	-	-	-	-	-	-	-	-	-	FAD_binding_3
BSU_10510	224308.BSU10510	2.82e-122	348.0	COG1846@1|root,COG1846@2|Bacteria,1VXUD@1239|Firmicutes,4HXW7@91061|Bacilli,1ZJI1@1386|Bacillus	2|Bacteria	K	helix_turn_helix multiple antibiotic resistance protein	yhjH	-	-	-	-	-	-	-	-	-	-	-	MarR
BSU_10520	224308.BSU10520	3.12e-273	749.0	COG0738@1|root,COG0738@2|Bacteria,1V2RZ@1239|Firmicutes,4I0M2@91061|Bacilli,1ZFFY@1386|Bacillus	2|Bacteria	G	Major Facilitator Superfamily	glcP	-	-	ko:K08174	-	-	-	-	ko00000,ko02000	2.A.1.7	-	-	MFS_1
BSU_10530	224308.BSU10530	3.98e-257	704.0	COG0673@1|root,COG0673@2|Bacteria,1TQ72@1239|Firmicutes,4HCS4@91061|Bacilli,1ZCPA@1386|Bacillus	2|Bacteria	S	Oxidoreductase family, C-terminal alpha/beta domain	thuB	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0016999,GO:0017000,GO:0017144,GO:0044237,GO:0044249,GO:0055114	1.1.1.18,1.1.1.361,1.1.1.369	ko:K00010,ko:K18652	ko00521,ko00562,ko01100,ko01120,ko01130,map00521,map00562,map01100,map01120,map01130	-	R01183,R09951	RC00182	ko00000,ko00001,ko01000	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
BSU_10540	224308.BSU10540	2.63e-205	567.0	COG0561@1|root,COG0561@2|Bacteria,1V3E0@1239|Firmicutes,4HGK8@91061|Bacilli,1ZBFY@1386|Bacillus	2|Bacteria	S	Sucrose-6F-phosphate phosphohydrolase	ntdB	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016999,GO:0017000,GO:0017144,GO:0042578,GO:0044237,GO:0044249	3.1.3.24,3.1.3.92	ko:K07024,ko:K18654	ko00500,map00500	-	R00805,R06211	RC00017	ko00000,ko00001,ko01000	-	-	-	Hydrolase_3,S6PP
BSU_10550	224308.BSU10550	0.0	884.0	COG0399@1|root,COG0399@2|Bacteria,1TPDH@1239|Firmicutes,4HBZ8@91061|Bacilli,1ZCTS@1386|Bacillus	2|Bacteria	E	Belongs to the DegT DnrJ EryC1 family	ntdA	GO:0003674,GO:0003824,GO:0005488,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009987,GO:0016740,GO:0016769,GO:0016999,GO:0017000,GO:0017144,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044249,GO:0048037,GO:0050662,GO:0070279,GO:0097159,GO:1901363	2.6.1.104	ko:K18653	-	-	R10698	RC00006,RC00781	ko00000,ko01000	-	-	-	DegT_DnrJ_EryC1
BSU_10560	224308.BSU10560	2.63e-240	660.0	COG1609@1|root,COG1609@2|Bacteria,1TQSQ@1239|Firmicutes,4HBNR@91061|Bacilli,1ZC0J@1386|Bacillus	2|Bacteria	K	Transcriptional regulator	yhjM	-	5.1.1.1	ko:K01775,ko:K05499	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
BSU_10570	224308.BSU10570	4.32e-260	714.0	COG3180@1|root,COG3180@2|Bacteria,1UVXN@1239|Firmicutes,4HDRW@91061|Bacilli,1ZDNB@1386|Bacillus	2|Bacteria	S	membrane	abrB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K07120	-	-	-	-	ko00000	-	-	-	AbrB
BSU_10580	224308.BSU10580	1.27e-272	748.0	COG0477@1|root,COG0477@2|Bacteria,COG2814@2|Bacteria,1V1U3@1239|Firmicutes,4HBXY@91061|Bacilli,1ZQZT@1386|Bacillus	2|Bacteria	EGP	Transmembrane secretion effector	-	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	MFS_1,MFS_1_like,MFS_3,Sugar_tr
BSU_10590	224308.BSU10590	0.0	1165.0	COG4533@1|root,COG4533@2|Bacteria,1TRY2@1239|Firmicutes,4HBZ3@91061|Bacilli,1ZFQC@1386|Bacillus	2|Bacteria	S	Sugar transport-related sRNA regulator N-term	-	GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464	-	-	-	-	-	-	-	-	-	-	SBP_bac_5,SgrR_N
BSU_10600	224308.BSU10600	3.54e-77	229.0	COG1145@1|root,32SB1@2|Bacteria,1V6N0@1239|Firmicutes,4HIWV@91061|Bacilli,1ZIM7@1386|Bacillus	2|Bacteria	C	COG1145 Ferredoxin	yhjQ	-	-	-	-	-	-	-	-	-	-	-	DUF326
BSU_10610	224308.BSU10610	2.67e-101	293.0	COG1633@1|root,COG1633@2|Bacteria,1V9AF@1239|Firmicutes,4HIP7@91061|Bacilli,1ZGFE@1386|Bacillus	2|Bacteria	S	Rubrerythrin	yhjR	-	-	-	-	-	-	-	-	-	-	-	DUF2202,Rubrerythrin
BSU_10620	224308.BSU10620	0.0	2306.0	COG3857@1|root,COG3857@2|Bacteria,1TQJW@1239|Firmicutes,4HAY6@91061|Bacilli,1ZC70@1386|Bacillus	2|Bacteria	L	ATP-dependent helicase deoxyribonuclease subunit B	addB	GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0004518,GO:0004519,GO:0004527,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016788,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0140097,GO:1901360	3.1.21.3,3.6.4.12	ko:K01153,ko:K16899	-	-	-	-	ko00000,ko01000,ko02048,ko03400	-	-	-	Exonuc_V_gamma,PDDEXK_1,UvrD_C
BSU_10630	224308.BSU10630	0.0	2410.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,4HA64@91061|Bacilli,1ZBG6@1386|Bacillus	2|Bacteria	L	ATP-dependent helicase nuclease subunit A	addA	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:1901360	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
BSU_10640	224308.BSU10640	3.43e-281	768.0	COG0420@1|root,COG0420@2|Bacteria,1TQY6@1239|Firmicutes,4HAKB@91061|Bacilli,1ZBQQ@1386|Bacillus	2|Bacteria	L	SbcCD cleaves DNA hairpin structures. These structures can inhibit DNA replication and are intermediates in certain DNA recombination reactions. The complex acts as a 3'- 5' double strand exonuclease that can open hairpins. It also has a 5' single-strand endonuclease activity	sbcD	-	-	ko:K03547	-	-	-	-	ko00000,ko03400	-	-	-	Metallophos,SbcD_C
BSU_10650	224308.BSU10650	0.0	1915.0	COG0419@1|root,COG0419@2|Bacteria,1TPCS@1239|Firmicutes,4H9Q3@91061|Bacilli,1ZAP5@1386|Bacillus	2|Bacteria	L	COG0419 ATPase involved in DNA repair	sbcC	-	-	ko:K03546	-	-	-	-	ko00000,ko03400	-	-	-	AAA_23,AAA_29,SbcCD_C
BSU_10660	224308.BSU10660	1.34e-66	202.0	COG1403@1|root,COG1403@2|Bacteria,1VFR5@1239|Firmicutes,4HQB5@91061|Bacilli,1ZICY@1386|Bacillus	2|Bacteria	V	COG1403 Restriction endonuclease	yisB	-	-	-	-	-	-	-	-	-	-	-	HNH
BSU_10670	224308.BSU10670	3.3e-43	140.0	2DP0U@1|root,3302E@2|Bacteria,1VHZ7@1239|Firmicutes,4HNJQ@91061|Bacilli,1ZIWY@1386|Bacillus	2|Bacteria	S	Spore germination protein gerPA/gerPF	gerPF	-	-	ko:K06299,ko:K06304	-	-	-	-	ko00000	-	-	-	gerPA
BSU_10680	224308.BSU10680	4.08e-88	259.0	2EEB8@1|root,3385J@2|Bacteria,1VM15@1239|Firmicutes,4HPJI@91061|Bacilli,1ZJ91@1386|Bacillus	2|Bacteria	S	Spore germination protein GerPE	gerPE	-	-	ko:K06303	-	-	-	-	ko00000	-	-	-	GerPE
BSU_10690	224308.BSU10690	7.36e-34	116.0	2C5QJ@1|root,33C5U@2|Bacteria,1VK5Y@1239|Firmicutes,4HR2R@91061|Bacilli,1ZIUX@1386|Bacillus	2|Bacteria	S	Spore germination protein	gerPD	-	-	ko:K06302	-	-	-	-	ko00000	-	-	-	-
BSU_10700	224308.BSU10700	8.23e-93	276.0	2EBJR@1|root,335K6@2|Bacteria,1VF1J@1239|Firmicutes,4HNKG@91061|Bacilli,1ZI2K@1386|Bacillus	2|Bacteria	S	Spore germination protein	gerPC	-	-	ko:K06301	-	-	-	-	ko00000	-	-	-	GerPC
BSU_10710	224308.BSU10710	1.76e-47	152.0	2EBHF@1|root,335HY@2|Bacteria,1VHMW@1239|Firmicutes,4HPZZ@91061|Bacilli,1ZIW2@1386|Bacillus	2|Bacteria	S	cell differentiation	gerPB	-	-	ko:K06300	-	-	-	-	ko00000	-	-	-	GerPB
BSU_10720	224308.BSU10720	1.82e-45	146.0	2DPJX@1|root,332FH@2|Bacteria,1VF9T@1239|Firmicutes,4HPCA@91061|Bacilli,1ZIV2@1386|Bacillus	2|Bacteria	S	Spore germination protein	gerPA	GO:0000003,GO:0008150,GO:0009847,GO:0019954,GO:0030436,GO:0032502,GO:0043934	-	ko:K06299	-	-	-	-	ko00000	-	-	-	gerPA
BSU_10730	224308.BSU10730	1.52e-32	112.0	2DJ46@1|root,304QH@2|Bacteria,1TX0U@1239|Firmicutes,4I5VT@91061|Bacilli,1ZJMR@1386|Bacillus	2|Bacteria	S	Spo0E like sporulation regulatory protein	yisI	-	-	-	-	-	-	-	-	-	-	-	SpoOE-like
BSU_10740	224308.BSU10740	3.96e-224	617.0	COG5337@1|root,COG5337@2|Bacteria,1U0PJ@1239|Firmicutes,4HBE4@91061|Bacilli,1ZD5Z@1386|Bacillus	2|Bacteria	M	Spore Coat	cotH	-	-	ko:K06330	-	-	-	-	ko00000	-	-	-	CotH
BSU_10750	224308.BSU10750	2.66e-219	604.0	COG0179@1|root,COG0179@2|Bacteria,1TQDQ@1239|Firmicutes,4HCBR@91061|Bacilli,1ZCHF@1386|Bacillus	2|Bacteria	Q	COG0179 2-keto-4-pentenoate hydratase 2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	yisK	-	-	-	-	-	-	-	-	-	-	-	FAA_hydrolase
BSU_10760	224308.BSU10760	1.02e-74	224.0	2CKSS@1|root,32W2Q@2|Bacteria,1VB9W@1239|Firmicutes,4HMC5@91061|Bacilli,1ZHSY@1386|Bacillus	2|Bacteria	S	UPF0344 protein	yisL	-	-	-	-	-	-	-	-	-	-	-	DUF1516
BSU_10770	224308.BSU10770	0.0	1656.0	COG1404@1|root,COG1404@2|Bacteria,1TQ2M@1239|Firmicutes,4HB7D@91061|Bacilli,1ZAZE@1386|Bacillus	2|Bacteria	O	Belongs to the peptidase S8 family	wprA	-	-	ko:K13274	-	-	-	-	ko00000,ko01000,ko01002,ko03110	-	-	-	CW_binding_2,Peptidase_S8
BSU_10780	224308.BSU10780	1.17e-142	402.0	2E4ZB@1|root,32ZT1@2|Bacteria,1VHAC@1239|Firmicutes,4HQBP@91061|Bacilli,1ZD5D@1386|Bacillus	2|Bacteria	S	Protein of unknown function (DUF2777)	yisN	-	-	-	-	-	-	-	-	-	-	-	DUF2777
BSU_10790	224308.BSU10790	0.0	1279.0	COG0367@1|root,COG0367@2|Bacteria,1TRPB@1239|Firmicutes,4HA44@91061|Bacilli,1ZBY8@1386|Bacillus	2|Bacteria	E	Asparagine synthase	asnO	-	6.3.5.4	ko:K01953	ko00250,ko01100,ko01110,map00250,map01100,map01110	-	R00578	RC00010	ko00000,ko00001,ko01000,ko01002	-	-	-	Asn_synthase,GATase_7
BSU_10800	224308.BSU10800	6.1e-116	331.0	COG2318@1|root,COG2318@2|Bacteria,1V6ZG@1239|Firmicutes,4HJ60@91061|Bacilli,1ZDMN@1386|Bacillus	2|Bacteria	S	Damage-inducible protein DinB	yizA	-	-	-	-	-	-	-	-	-	-	-	DinB
BSU_10810	224308.BSU10810	1.2e-197	547.0	COG1562@1|root,COG1562@2|Bacteria,1TQHF@1239|Firmicutes,4HA1A@91061|Bacilli,1ZCIV@1386|Bacillus	2|Bacteria	I	phytoene	crtB	GO:0003674,GO:0003824,GO:0004337,GO:0004659,GO:0006629,GO:0006720,GO:0006721,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016108,GO:0016109,GO:0016114,GO:0016116,GO:0016117,GO:0016740,GO:0016765,GO:0016767,GO:0042440,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0046148,GO:0071704,GO:1901576	2.5.1.21,2.5.1.32,2.5.1.99	ko:K00801,ko:K02291	ko00100,ko00906,ko00909,ko01062,ko01100,ko01110,ko01130,map00100,map00906,map00909,map01062,map01100,map01110,map01130	M00097	R00702,R02065,R02872,R04218,R06223,R07270,R10177	RC00362,RC00796,RC01101,RC02839,RC02869	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	SQS_PSY
BSU_10820	224308.BSU10820	1.01e-310	848.0	COG0534@1|root,COG0534@2|Bacteria,1TQMT@1239|Firmicutes,4H9Y2@91061|Bacilli,1ZBQK@1386|Bacillus	2|Bacteria	V	Mate efflux family protein	yisQ	GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0055085	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
BSU_10830	224308.BSU10830	1.72e-208	576.0	COG1917@1|root,COG2207@1|root,COG1917@2|Bacteria,COG2207@2|Bacteria,1UYDC@1239|Firmicutes,4HAAA@91061|Bacilli,1ZCW5@1386|Bacillus	2|Bacteria	K	Transcriptional regulator	yisR	GO:0003674,GO:0003700,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	AraC_binding,Cupin_2,HTH_18,HTH_AraC
BSU_10840	224308.BSU10840	1.83e-235	648.0	COG1609@1|root,COG1609@2|Bacteria,1TQ7K@1239|Firmicutes,4H9V1@91061|Bacilli,1ZQ1E@1386|Bacillus	2|Bacteria	K	helix_turn _helix lactose operon repressor	purR	GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0001130,GO:0001131,GO:0001141,GO:0001216,GO:0001217,GO:0002054,GO:0002057,GO:0002060,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006140,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010563,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019220,GO:0019222,GO:0030808,GO:0030809,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0036094,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045936,GO:0045980,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0062012,GO:0062014,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1900371,GO:1900372,GO:1900542,GO:1900543,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K02529,ko:K03484,ko:K03604	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
BSU_10850	224308.BSU10850	3.96e-253	693.0	COG0673@1|root,COG0673@2|Bacteria,1TQJX@1239|Firmicutes,4HDFF@91061|Bacilli,1ZQC0@1386|Bacillus	2|Bacteria	S	Oxidoreductase family, C-terminal alpha/beta domain	yisS	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005975,GO:0006020,GO:0006066,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0010033,GO:0016052,GO:0016491,GO:0016614,GO:0016616,GO:0019310,GO:0019751,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046164,GO:0046174,GO:0048037,GO:0050662,GO:0050896,GO:0051287,GO:0051716,GO:0055114,GO:0070403,GO:0070404,GO:0070887,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901575,GO:1901615,GO:1901616,GO:1901700,GO:1901701,GO:1902140,GO:1902141	1.1.1.18,1.1.1.369,1.1.1.370	ko:K00010,ko:K16043	ko00521,ko00562,ko01100,ko01120,ko01130,map00521,map00562,map01100,map01120,map01130	-	R01183,R09951,R09953	RC00182	ko00000,ko00001,ko01000	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
BSU_10860	224308.BSU10860	7.28e-122	347.0	COG2318@1|root,COG2318@2|Bacteria,1V51W@1239|Firmicutes,4HIYI@91061|Bacilli,1ZJR9@1386|Bacillus	2|Bacteria	S	DinB family	yisT	-	-	-	-	-	-	-	-	-	-	-	DUF664,DinB
BSU_10870	224308.BSU10870	1.19e-152	429.0	COG1279@1|root,COG1279@2|Bacteria,1V1Q2@1239|Firmicutes,4HFYS@91061|Bacilli,1ZFM6@1386|Bacillus	2|Bacteria	S	Lysine exporter protein LysE YggA	argO	GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015174,GO:0015181,GO:0015318,GO:0015711,GO:0015802,GO:0015807,GO:0015809,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902023,GO:1903825,GO:1903826,GO:1905039,GO:1990822	-	ko:K06895	-	-	-	-	ko00000,ko02000	2.A.75.1	-	iPC815.YPO0918	LysE
BSU_10880	224308.BSU10880	0.0	966.0	COG1167@1|root,COG1167@2|Bacteria,1TPS5@1239|Firmicutes,4HB1C@91061|Bacilli,1ZASA@1386|Bacillus	2|Bacteria	K	COG1167 Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	ydfD	-	-	ko:K00375,ko:K18907	-	M00700,M00702	-	-	ko00000,ko00002,ko01504,ko03000	-	-	-	Aminotran_1_2,GntR
BSU_10890	224308.BSU10890	2.15e-96	286.0	COG1357@1|root,COG1357@2|Bacteria,1VAPB@1239|Firmicutes,4HHBX@91061|Bacilli,1ZDT3@1386|Bacillus	2|Bacteria	S	Pentapeptide repeats (9 copies)	yisX	-	-	-	-	-	-	-	-	-	-	-	Pentapeptide,Pentapeptide_4
BSU_10900	224308.BSU10900	2.25e-199	551.0	COG2267@1|root,COG2267@2|Bacteria,1TPI0@1239|Firmicutes,4HCKX@91061|Bacilli,1ZEU4@1386|Bacillus	2|Bacteria	I	hydrolases or acyltransferases (alpha beta hydrolase superfamily)	yisY	-	1.11.1.10,3.1.1.24	ko:K00433,ko:K01055	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220	M00568	R02991	RC00825	ko00000,ko00001,ko00002,ko01000	-	-	-	Abhydrolase_1,Abhydrolase_4
BSU_10910	224308.BSU10910	4.06e-145	408.0	COG0529@1|root,COG0529@2|Bacteria,1TQXK@1239|Firmicutes,4HB96@91061|Bacilli,1ZBCZ@1386|Bacillus	2|Bacteria	P	Catalyzes the synthesis of activated sulfate	cysC	GO:0000096,GO:0000103,GO:0003674,GO:0003824,GO:0004020,GO:0004779,GO:0004781,GO:0006082,GO:0006520,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010134,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016779,GO:0019379,GO:0019419,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0055114,GO:0070566,GO:0071704,GO:1901564	1.8.4.10,1.8.4.8,2.7.1.25,2.7.7.4	ko:K00390,ko:K00860,ko:K00958,ko:K13811	ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130	M00176,M00596	R00509,R00529,R02021,R04928,R04929	RC00002,RC00007,RC00078,RC02809,RC02862,RC02889	ko00000,ko00001,ko00002,ko01000	-	-	-	APS_kinase,ATP-sulfurylase,PUA_2
BSU_10920	224308.BSU10920	3.94e-295	803.0	COG2046@1|root,COG2046@2|Bacteria,1TR4C@1239|Firmicutes,4HC20@91061|Bacilli,1ZCB4@1386|Bacillus	2|Bacteria	P	Belongs to the sulfate adenylyltransferase family	sat	-	2.7.7.4	ko:K00958	ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130	M00176,M00596	R00529,R04929	RC02809,RC02889	ko00000,ko00001,ko00002,ko01000	-	-	-	ATP-sulfurylase,PUA_2
BSU_10930	224308.BSU10930	2.73e-184	510.0	COG0175@1|root,COG0175@2|Bacteria,1TSMI@1239|Firmicutes,4HA9E@91061|Bacilli,1ZCBJ@1386|Bacillus	2|Bacteria	EH	Belongs to the PAPS reductase family. CysH subfamily	cysH	GO:0003674,GO:0003824,GO:0004604,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016491,GO:0016667,GO:0016671,GO:0044424,GO:0044464,GO:0055114	1.8.4.10,1.8.4.8,2.7.1.25	ko:K00390,ko:K00860	ko00230,ko00920,ko01100,ko01120,map00230,map00920,map01100,map01120	M00176	R00509,R02021,R04928	RC00002,RC00007,RC00078,RC02862	ko00000,ko00001,ko00002,ko01000	-	-	iYO844.BSU15570	PAPS_reduct
BSU_10940	224308.BSU10940	1.34e-162	455.0	COG2045@1|root,COG2045@2|Bacteria,1TTEV@1239|Firmicutes,4HGDY@91061|Bacilli,1ZFKP@1386|Bacillus	2|Bacteria	H	Belongs to the ComB family	comB	GO:0003674,GO:0003824,GO:0016829,GO:0016830,GO:0016831,GO:0050545	3.1.3.71	ko:K05979	ko00680,ko01120,map00680,map01120	M00358	R05789	RC00428	ko00000,ko00001,ko00002,ko01000	-	-	-	2-ph_phosp
BSU_10950	224308.BSU10950	4.31e-180	501.0	COG1809@1|root,COG1809@2|Bacteria,1V20V@1239|Firmicutes,4HDSM@91061|Bacilli,1ZEWC@1386|Bacillus	2|Bacteria	S	synthase	yitD	-	4.4.1.19	ko:K08097	ko00680,ko01120,map00680,map01120	M00358	R07476	RC01799	ko00000,ko00001,ko00002,ko01000	-	-	-	ComA
