locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
BSU_06430,purK,AL009126.3,BSU06430,699093,700235,+,N5-carboxyaminoimidazole ribonucleotide synthase,Nucleotide transport and metabolism,P12045,Op248
BSU_06440,purB,AL009126.3,BSU06440,700232,701527,+,adenylosuccinate lyase,Nucleotide transport and metabolism,P12047,Op248
BSU_06450,purC,AL009126.3,BSU06450,701601,702326,+,phosphoribosylaminoimidazole succinocarboxamide synthetase,Nucleotide transport and metabolism,P12046,Op248
BSU_06460,purS,AL009126.3,BSU06460,702319,702573,+,factor required for phosphoribosylformylglycinamidine synthetase activity,Nucleotide transport and metabolism,P12049,Op248
BSU_06470,purQ,AL009126.3,BSU06470,702570,703253,+,phosphoribosylformylglycinamidine synthetase subunit I,Nucleotide transport and metabolism,P12041,Op248
BSU_06480,purL,AL009126.3,BSU06480,703237,705465,+,phosphoribosylformylglycinamidine synthetase subunit II,Nucleotide transport and metabolism,P12042,Op248
BSU_06490,purF,AL009126.3,BSU06490,705441,706871,+,glutamine phosphoribosylpyrophosphate amidotransferase,Nucleotide transport and metabolism,P00497,Op248
BSU_06500,purM,AL009126.3,BSU06500,706973,708013,+,phosphoribosylaminoimidazole synthetase,Nucleotide transport and metabolism,P12043,Op248
BSU_06510,purN,AL009126.3,BSU06510,708010,708597,+,phosphoribosylglycinamide formyltransferase,Nucleotide transport and metabolism,P12040,Op248
BSU_06520,purH,AL009126.3,BSU06520,708594,710132,+,fused phosphoribosylaminoimidazole carboxy formyl formyltransferase%3B inosine-monophosphate cyclohydrolase,Nucleotide transport and metabolism,P12048,Op248
BSU_06530,purD,AL009126.3,BSU06530,710148,711416,+,phosphoribosylglycinamide synthetase,Nucleotide transport and metabolism,P12039,Op248
BSU_06540,yezC,AL009126.3,BSU06540,711456,711875,-,putative transcriptional regulator (Lrp/AsnC family),Transcription,O31497,Op249
BSU_06550,yecA,AL009126.3,BSU06550,712019,713293,+,putative amino acid exporter,Amino acid transport and metabolism,O34560,Op250
BSU_06559,yezF,AL009126.3,BSU06559,713308,713535,-,hypothetical protein,Function unknown,C0H3X3,Op251
BSU_06560,yerA,AL009126.3,BSU06560,713664,715406,+,putative adenine deaminase YerA,Nucleotide transport and metabolism,O34909,Op5
BSU_06570,yerB,AL009126.3,BSU06570,715433,716428,+,putative lipoprotein,Function unknown,O34968,Op252
BSU_06580,yerC,AL009126.3,BSU06580,716431,716745,+,transcriptional repressor-histidine operons,Function unknown,Q7BVT7,Op252
BSU_06590,yerD,AL009126.3,BSU06590,716780,718357,-,putative osmotic shock glutamate synthase subunit (flavoprotein subunit%2C ferredoxin-dependent),Amino acid transport and metabolism,O34849,Op253
BSU_06600,pcrB,AL009126.3,BSU06600,718622,719308,+,heptaprenylglyceryl-phosphate synthase,Lipid transport and metabolism,O34790,Op254
BSU_06610,pcrA,AL009126.3,BSU06610,719370,721589,+,ATP-dependent DNA helicase,"Replication, recombination and repair",O34580,Op254
BSU_06620,ligA,AL009126.3,BSU06620,721613,723619,+,DNA ligase (NAD-dependent),"Replication, recombination and repair",O31498,Op254
BSU_06630,yerH,AL009126.3,BSU06630,723635,724825,+,putative lipoprotein,Function unknown,O34629,Op254
BSU_06640,yerI,AL009126.3,BSU06640,724987,725997,+,putative kinase,Function unknown,O34640,Op5
BSU_06650,sapB,AL009126.3,BSU06650,726035,726733,-,putative magnesium transporter,Function unknown,Q45514,Op255
BSU_06660,opuE,AL009126.3,BSU06660,726840,728318,-,proline transporter,Amino acid transport and metabolism,O06493,Op256
BSU_06670,gatC,AL009126.3,BSU06670,728732,729022,+,glutamyl-tRNA(Gln) amidotransferase (subunit C),"Translation, ribosomal structure and biogenesis",O06492,Op5
BSU_06680,gatA,AL009126.3,BSU06680,729038,730495,+,glutamyl-tRNA(Gln) amidotransferase (subunit A),"Translation, ribosomal structure and biogenesis",O06491,Op5
BSU_06690,gatB,AL009126.3,BSU06690,730509,731939,+,glutamyl-tRNA(Gln) amidotransferase (subunit B),"Translation, ribosomal structure and biogenesis",O30509,Op5
BSU_06700,yerO,AL009126.3,BSU06700,731954,732823,-,putative transcriptional regulator (TetR/AcrR family),Transcription,O31500,Op257
BSU_06710,srfP,AL009126.3,BSU06710,732955,736113,+,surfactin exporter involved in surfactin self-resistance,Defense mechanisms,O31501,Op5
BSU_06720,dagK,AL009126.3,BSU06720,736436,737347,+,diacylglycerol kinase,Lipid transport and metabolism,O31502,Op5
BSU_06730,rlmCD,AL009126.3,BSU06730,737603,738982,+,methyltransferase of m5U747 and m5U1939 in 23S RNA,"Translation, ribosomal structure and biogenesis",O31503,Op5
BSU_06740,yefB,AL009126.3,BSU06740,738995,739897,-,putative site-specific recombinase / invertase%3B HGT island,"Replication, recombination and repair",O34574,Op258
BSU_06750,yefC,AL009126.3,BSU06750,739878,740213,+,putative resolvase%3B HGT island,"Replication, recombination and repair",O35034,Op5
BSU_06760,yeeA,AL009126.3,BSU06760,740288,742927,+,putative restriction type II methylase%3B HGT island,Defense mechanisms,O31504,Op5
BSU_06770,yeeB,AL009126.3,BSU06770,742939,744738,+,putative DNA helicase / endonuclease%3B HGT island,"Replication, recombination and repair",O34469,Op5
BSU_06780,yeeC,AL009126.3,BSU06780,744851,745999,+,conserved hypothetical protein%3B HGT island,Inorganic ion transport and metabolism,O34352,Op5
BSU_06790,yeeD,AL009126.3,BSU06790,746261,746566,-,conserved hypothetical protein%3B HGT island,No COG annotation,O34950,Op5
BSU_06800,yezA,AL009126.3,BSU06800,746633,746839,-,hypothetical protein%3B HGT island,Function unknown,O31505,Op5
BSU_06811,yezG,AL009126.3,BSU06811,747079,747534,-,conserved hypothetical protein%3B HGT island,Function unknown,C0H3X4,Op5
BSU_06812,yeeF,AL009126.3,BSU06812,747554,749563,-,putative nucleic acid binding protein%3B HGT island,"Replication, recombination and repair",O31506,Op5
BSU_06820,yeeG,AL009126.3,BSU06820,749775,750797,+,putative phage receptor protein,Energy production and conversion,O31507,Op5
BSU_06830,rapH,AL009126.3,BSU06830,750959,752089,+,response regulator aspartate phosphatase,Function unknown,Q59HN8,Op259
BSU_06839,phrH,AL009126.3,BSU06839,752079,752252,+,hexapeptide (TDRNTT) inhibitor of regulatory cascade,No COG annotation,Q59HN7,Op259
BSU_06840,yeeI,AL009126.3,BSU06840,752412,753131,+,putative DNA integrase or transcriptional regulator,Transcription,O31509,Op5
BSU_06850,cotK,AL009126.3,BSU06850,753265,753702,+,spore inner coat protein,No COG annotation,O31510,Op5
BSU_06860,yezE,AL009126.3,BSU06860,753817,754401,+,putative transcriptional regulator (TetR family),Transcription,Q7WY76,Op5
BSU_06870,yesE,AL009126.3,BSU06870,754480,754923,+,conserved hypothetical protein,Function unknown,O31511,Op260
BSU_06880,yesF,AL009126.3,BSU06880,754920,755780,+,putative oxidoreductase,Carbohydrate transport and metabolism,O31512,Op260
BSU_06890,cotJA,AL009126.3,BSU06890,755907,756155,+,component of the inner spore coat,Function unknown,Q45536,Op261
BSU_06900,cotJB,AL009126.3,BSU06900,756139,756402,+,component of the inner spore coat,Function unknown,Q45537,Op261
BSU_06910,cotJC,AL009126.3,BSU06910,756417,756986,+,enzyme component of the inner spore coat,Inorganic ion transport and metabolism,Q45538,Op261
BSU_06920,yesJ,AL009126.3,BSU06920,757111,757653,+,putative acetyltransferase,Transcription,O31513,Op261
BSU_06930,yesK,AL009126.3,BSU06930,757676,757978,+,putative membrane component,No COG annotation,O31514,Op261
BSU_06940,yesL,AL009126.3,BSU06940,758093,758722,+,putative permease or sensor of a three component system for pectin and rhamnogalacturonan transport and degradation,Function unknown,O31515,Op5
BSU_06950,yesM,AL009126.3,BSU06950,758719,760452,+,two-component sensor histidine kinase [YesN],Signal transduction mechanisms,O31516,Op5
BSU_06960,yesN,AL009126.3,BSU06960,760452,761558,+,two-component response regulator [YesM],Transcription,O31517,Op5
BSU_06970,yesO,AL009126.3,BSU06970,761662,762945,+,pectin degradation byproducts (rhamnose oligosaccharides)-binding lipoprotein,Carbohydrate transport and metabolism,O31518,Op5
BSU_06980,rhgP,AL009126.3,BSU06980,762942,763871,+,rhamnogalacturonan permease,Carbohydrate transport and metabolism,O31519,Op5
BSU_06990,rhgQ,AL009126.3,BSU06990,763875,764765,+,rhamnogalacturonan permease,Inorganic ion transport and metabolism,O31520,Op5
BSU_07000,rhgH,AL009126.3,BSU07000,764781,765815,+,rhamnogalacturonan hydrolase,Function unknown,O31521,Op5
BSU_07010,rhgR,AL009126.3,BSU07010,765838,768123,+,transcriptional regulator (AraC/XylS family),Transcription,O31522,Op5
BSU_07020,rhgT,AL009126.3,BSU07020,768137,768835,+,rhamnogalacturonan acetylesterase,Amino acid transport and metabolism,O31523,Op5
BSU_07030,yesU,AL009126.3,BSU07030,768828,769490,+,putative enzyme,Function unknown,O31524,Op5
BSU_07040,yesV,AL009126.3,BSU07040,769487,770113,+,putative integral inner membrane component,Function unknown,O31525,Op5
BSU_07050,rhgW,AL009126.3,BSU07050,770234,772096,+,rhamnogalacturonan endolyase,Amino acid transport and metabolism,O31526,Op5
BSU_07060,rhgX,AL009126.3,BSU07060,772142,773980,+,rhamnogalacturonan exolyase,Amino acid transport and metabolism,O31527,Op5
BSU_07070,yesY,AL009126.3,BSU07070,774138,774791,+,rhamnogalacturonan acetylesterase,Amino acid transport and metabolism,O31528,Op5
BSU_07080,rhgZ,AL009126.3,BSU07080,774799,776790,+,beta-galacturonidase,Carbohydrate transport and metabolism,O31529,Op5
BSU_07090,yetA,AL009126.3,BSU07090,776834,779407,+,putative enzyme,No COG annotation,O31530,Op5
BSU_07100,lplA,AL009126.3,BSU07100,779529,781037,+,lipoprotein transporter binding protein for alpha-galacturonides,Carbohydrate transport and metabolism,P37966,Op5
BSU_07110,lplB,AL009126.3,BSU07110,781092,782048,+,ABC transporter (permease) for alpha-galacturonides,Carbohydrate transport and metabolism,P39128,Op5
BSU_07120,lplC,AL009126.3,BSU07120,782062,782949,+,ABC transporter (permease) for alpha-galacturonides,Carbohydrate transport and metabolism,P39129,Op5
BSU_07130,lplD,AL009126.3,BSU07130,782958,784298,+,alpha-galacturonidase,Carbohydrate transport and metabolism,P39130,Op5
BSU_07140,yetF,AL009126.3,BSU07140,784381,785076,+,conserved membrane protein,Function unknown,O31533,Op5
BSU_07150,hmoA,AL009126.3,BSU07150,785113,785439,-,heme-degrading monooxygenase,Function unknown,O31534,Op262
BSU_07160,yetH,AL009126.3,BSU07160,785543,785905,-,putative lyase/dioxygenase,Amino acid transport and metabolism,O31535,Op5
BSU_07170,yetI,AL009126.3,,786689,787264,+,putative paralog of RsbR%3B N-terminal part of YetI,Signal transduction mechanisms,,Op5
BSU_07180,yetI,AL009126.3,,787264,787560,+,putative paralog of RsbR%3B C-terminal part of YetI,Signal transduction mechanisms,,Op5
BSU_07190,yezD,AL009126.3,BSU07190,787715,787882,+,conserved hypothetical protein,Function unknown,O31538,Op5
BSU_07200,calJ,AL009126.3,BSU07200,787992,788636,+,pH-sensitive calcium-leak permease (di-aspartyl pH sensor),Function unknown,O31539,Op5
BSU_07210,yetK,AL009126.3,BSU07210,788636,789628,+,putative efflux transporter,Amino acid transport and metabolism,O31540,Op5
BSU_07220,flvL,AL009126.3,BSU07220,789652,790155,-,transcriptional regulator (FlvL-flavonoids),Transcription,O31541,Op263
BSU_07230,flvM,AL009126.3,BSU07230,790318,791427,+,putative flavin-dependent hydroxylase/monooxygenase acting on salicylate derivatives,Energy production and conversion,O06489,Op264
BSU_07240,yetN,AL009126.3,BSU07240,791462,792532,-,conserved hypothetical protein,Function unknown,O06490,Op265
BSU_07250,cypD,AL009126.3,BSU07250,792682,795867,+,bifunctional P-450/NADPH-P450 reductase 1,Energy production and conversion,O08394,Op5
BSU_07260,ltaSA,AL009126.3,BSU07260,796314,798233,+,exported glycerol phosphate lipoteichoic acid synthetase and anion-binding protein,Cell wall/membrane/envelope biogenesis,Q797B3,Op266
BSU_07270,spmH,AL009126.3,BSU07270,798469,799233,+,glucose-1-phosphate cytidylyltransferase (sporulation),"Translation, ribosomal structure and biogenesis",O06486,Op267
BSU_07280,spmG,AL009126.3,BSU07280,799240,800208,+,putative CDP-sugar-dehydratase/epimerase,Cell wall/membrane/envelope biogenesis,O06485,Op267
BSU_07290,yfnF,AL009126.3,BSU07290,800232,801143,+,putative glycosyltransferase,Cell wall/membrane/envelope biogenesis,O06484,Op267
BSU_07300,yfnE,AL009126.3,BSU07300,801172,802350,+,putative glycosyltransferase (complex carbohydrate synthase),Function unknown,O06483,Op267
BSU_07310,yfnD,AL009126.3,BSU07310,802351,803286,+,putative glycosyltransferase (complex carbohydrate synthase),Cell wall/membrane/envelope biogenesis,O31542,Op267
BSU_07320,yfnC,AL009126.3,BSU07320,803317,804546,-,putative efflux transporter,Inorganic ion transport and metabolism,O06481,Op268
BSU_07330,pynN,AL009126.3,BSU07330,804657,805364,-,pyrimidine nucleotide phosphatase (promiscuous),Function unknown,O06480,Op269
BSU_07340,mtrA,AL009126.3,BSU07340,805456,806841,-,methylthioribose permease,Amino acid transport and metabolism,Q797A7,Op270
BSU_07350,vdhT,AL009126.3,BSU07350,807091,808548,+,vanillin dehydrogenase,Energy production and conversion,O06478,Op271
BSU_07360,yfmS,AL009126.3,BSU07360,808562,809422,+,chemotaxis sensory transducer (sensed target unknown),Cell motility,O06477,Op271
BSU_07370,ettA,AL009126.3,BSU07370,809557,811446,+,putative energy-dependent translational throttle A,Function unknown,O06476,Op272
BSU_07380,yfmQ,AL009126.3,BSU07380,811569,812015,+,conserved hypothetical protein,Function unknown,O06475,Op273
BSU_07390,copP,AL009126.3,BSU07390,812140,812562,+,transcriptional regulator (MerR family) of metal (copper) efflux transporter expression,Transcription,O06474,Op274
BSU_07400,copO,AL009126.3,BSU07400,812628,813818,+,metal (copper) efflux transporter,Amino acid transport and metabolism,O06473,Op274
BSU_07410,yfmN,AL009126.3,BSU07410,814109,814264,+,hypothetical protein,No COG annotation,O06472,Op5
BSU_07420,ettM,AL009126.3,BSU07420,814384,815940,-,putative energy-sensing inhibitor of translation,Function unknown,O34512,Op275
BSU_07430,yfmL,AL009126.3,BSU07430,816113,817243,+,putative ATP-dependent RNA helicase,"Replication, recombination and repair",O34750,Op276
BSU_07440,yfmK,AL009126.3,BSU07440,817311,817757,+,putative acetyltransferase,Transcription,O34536,Op277
BSU_07450,yfmJ,AL009126.3,BSU07450,817810,818829,-,putative oxidoreductase,Function unknown,O34812,Op278
BSU_07460,yfmI,AL009126.3,BSU07460,819311,820531,-,putative efflux transporter,Carbohydrate transport and metabolism,O34440,Op278
BSU_07480,yfmG,AL009126.3,BSU07480,820867,822330,+,putative enzyme,Function unknown,O34722,Op279
BSU_07490,fecF,AL009126.3,BSU07490,822903,823703,-,iron-dicitrate ABC transporter (ATP-binding protein),Inorganic ion transport and metabolism,O34510,Op280
BSU_07500,fecE,AL009126.3,BSU07500,823716,824717,-,iron-dicitrate ABC transporter (permease),Inorganic ion transport and metabolism,O34832,Op280
BSU_07510,fecD,AL009126.3,BSU07510,824714,825715,-,iron-dicitrate ABC transporter (permease),Inorganic ion transport and metabolism,O34933,Op280
BSU_07520,fecC,AL009126.3,BSU07520,825787,826734,-,iron-dicitrate ABC transporter (binding lipoprotein),Inorganic ion transport and metabolism,O34348,Op280
BSU_07530,yfmB,AL009126.3,BSU07530,826843,827211,-,conserved hypothetical protein,Function unknown,O34626,Op5
BSU_07550,yflT,AL009126.3,BSU07550,827455,827802,+,heat stress induced protein,Function unknown,P80241,Op281
BSU_07560,pelA,AL009126.3,BSU07560,827993,829255,+,pectate lyase,Carbohydrate transport and metabolism,P39116,Op282
BSU_07570,maeS,AL009126.3,BSU07570,829382,830818,+,malate (2-oxoglutarate) transporter,Inorganic ion transport and metabolism,O34726,Op283
BSU_07580,citS,AL009126.3,BSU07580,830945,832573,+,two-component sensor histidine kinase,Signal transduction mechanisms,O34427,Op284
BSU_07590,citT,AL009126.3,BSU07590,832545,833225,+,two-component response regulator,Signal transduction mechanisms,O34534,Op284
BSU_07600,yflP,AL009126.3,BSU07600,833228,834187,+,putative tricarboxylate transporter component,Function unknown,O34439,Op284
BSU_07610,citM,AL009126.3,BSU07610,834383,835684,+,transporter of divalent metal ions/citrate complexes,Energy production and conversion,P55069,Op285
BSU_07620,yflN,AL009126.3,BSU07620,835740,836534,+,putative metal-dependent hydrolase,Function unknown,O34409,Op285
BSU_07630,nosA,AL009126.3,BSU07630,836653,837744,+,nitric-oxide synthase,Energy production and conversion,O34453,Op286
BSU_07640,acyP,AL009126.3,BSU07640,837735,838010,-,acylphosphatase,Energy production and conversion,O35031,Op287
BSU_07650,yflK,AL009126.3,BSU07650,838077,838742,+,putative sulfur carrier,Function unknown,O34542,Op286
BSU_07660,yflJ,AL009126.3,BSU07660,838783,838920,-,conserved hypothetical protein,Function unknown,O34345,Op5
BSU_07670,yflI,AL009126.3,BSU07670,839077,839232,-,conserved membrane protein,No COG annotation,O34905,Op5
BSU_07680,yflH,AL009126.3,BSU07680,839339,839653,-,putative enzyme,Function unknown,O34306,Op288
BSU_07690,mapB,AL009126.3,BSU07690,839735,840484,-,methionine aminopeptidase B,Amino acid transport and metabolism,O34484,Op288
BSU_07700,nagP,AL009126.3,BSU07700,840656,842014,+,phosphotransferase system (PTS) N-acetylglucosamine-specific enzyme IICB component,Carbohydrate transport and metabolism,O34521,Op289
BSU_07710,ltaSB,AL009126.3,BSU07710,842047,843996,-,enzyme responsible for polyglycerolphosphate LTA synthesis,Cell wall/membrane/envelope biogenesis,O34952,Op290
BSU_07720,yflD,AL009126.3,BSU07720,844097,844234,+,hypothetical protein,No COG annotation,O34489,Op5
BSU_07735,yflB,AL009126.3,BSU07735,844253,844645,+,conserved hypothetical protein,Function unknown,O34887,Op5
BSU_07750,yflA,AL009126.3,BSU07750,844770,846185,+,putative aminoacid transporter,Amino acid transport and metabolism,O34708,Op291
BSU_07760,yfkT,AL009126.3,BSU07760,846182,847258,-,putative spore germination integral inner membrane transporter,Amino acid transport and metabolism,O34573,Op292
BSU_07770,yfkS,AL009126.3,BSU07770,847282,847482,-,putative spore germination D protein,No COG annotation,O35036,Op292
